,Gene stable ID,Gene name_mart,Used by 10X,ultimate_gene_name
43461,ENSG00000148411,NACC2,True,NACC2
43462,ENSG00000204118,NAP1L6P,,NAP1L6P_ENSG00000204118
43463,ENSG00000293034,NAP1L6P,,NAP1L6P_ENSG00000293034
43464,ENSG00000243468,INGX,,INGX_ENSG00000243468
43465,ENSG00000260081,MRFAP1P1,,MRFAP1P1
43466,ENSG00000221930,DENND10P1,,DENND10P1
43467,ENSG00000293183,,,ENSG00000293183
43468,ENSG00000259849,VENTXP1,True,VENTXP1
43469,ENSG00000293226,VENTXP1,,VENTXP1_ENSG00000293226
43470,ENSG00000248503,C4orf46P2,,C4orf46P2
43471,ENSG00000293258,,,ENSG00000293258
43472,ENSG00000233585,ACAA2P1,,ACAA2P1
43473,ENSG00000229547,,,ENSG00000229547
43474,ENSG00000233382,NKAPP1,,NKAPP1_ENSG00000233382
43475,ENSG00000269904,MAP2K4P1,,MAP2K4P1_ENSG00000269904
43476,ENSG00000283349,PFN5P,,PFN5P
43477,ENSG00000293387,,,ENSG00000293387
43478,ENSG00000238227,TMEM250,True,TMEM250
43479,ENSG00000224963,ECMXP,,ECMXP
43480,ENSG00000293443,,,ENSG00000293443
43481,ENSG00000188828,GLRA4,True,GLRA4
43482,ENSG00000224841,RGL2,,RGL2_ENSG00000224841
43483,ENSG00000107187,LHX3,True,LHX3
43484,ENSG00000279525,,,ENSG00000279525
43485,ENSG00000278530,CHMP1B2P,,CHMP1B2P_ENSG00000278530
43486,ENSG00000004799,PDK4,True,PDK4
43487,ENSG00000131467,PSME3,True,PSME3
43488,ENSG00000237043,OR2AD1P,,OR2AD1P_ENSG00000237043
43489,ENSG00000206460,CDSN,,CDSN_ENSG00000206460
43490,ENSG00000196632,WNK3,True,WNK3
43491,ENSG00000215523,,,ENSG00000215523
43492,ENSG00000206402,LY6G6D,,LY6G6D_ENSG00000206402
43493,ENSG00000283288,SMIM33,True,SMIM33
43494,ENSG00000248230,MICE,,MICE_ENSG00000248230
43495,ENSG00000184584,STING1,True,TMEM173
43496,ENSG00000225659,TRIM26BP,,TRIM26BP_ENSG00000225659
43497,ENSG00000232169,ABCF1,,ABCF1_ENSG00000232169
43498,ENSG00000240433,LY6G5B,,LY6G5B_ENSG00000240433
43499,ENSG00000227754,SUCLA2P1,,SUCLA2P1_ENSG00000227754
43500,ENSG00000229074,HLA-DRB1,,HLA-DRB1_ENSG00000229074
43501,ENSG00000167562,ZNF701,True,ZNF701
43502,ENSG00000226462,KRT18P1,,KRT18P1_ENSG00000226462
43503,ENSG00000228163,HLA-DPA1,,HLA-DPA1_ENSG00000228163
43504,ENSG00000165661,QSOX2,True,QSOX2
43505,ENSG00000278271,KIR2DL4,,KIR2DL4_ENSG00000278271
43506,ENSG00000279067,,,ENSG00000279067
43507,ENSG00000206401,LY6G6E,,LY6G6E_ENSG00000206401
43508,ENSG00000158560,DYNC1I1,True,DYNC1I1
43509,ENSG00000220550,OR10C1,,OR10C1_ENSG00000220550
43510,ENSG00000284303,RNU6-222P,,RNU6-222P_ENSG00000284303
43511,ENSG00000284061,FCAR,,FCAR_ENSG00000284061
43512,ENSG00000206427,PRRC2A,,PRRC2A_ENSG00000206427
43513,ENSG00000198046,ZNF667,True,ZNF667
43514,ENSG00000260220,CCDC187,True,CCDC187
43515,ENSG00000231197,,,ENSG00000231197
43516,ENSG00000228760,BAG6,,BAG6_ENSG00000228760
43517,ENSG00000113971,NPHP3,True,NPHP3
43518,ENSG00000207104,RNU6-434P,,RNU6-434P
43519,ENSG00000158526,TSR2,True,TSR2
43520,ENSG00000169393,ELSPBP1,True,ELSPBP1
43521,ENSG00000274254,KIR3DL3,,KIR3DL3_ENSG00000274254
43522,ENSG00000279813,,,ENSG00000279813
43523,ENSG00000283769,,True,CR392000.2
43524,ENSG00000264480,MIR4714,,MIR4714
43525,ENSG00000288701,PRRC2B,,PRRC2B_ENSG00000288701
43526,ENSG00000259621,,True,AC069029.1
43527,ENSG00000182253,SYNM,True,SYNM
43528,ENSG00000102302,FGD1,True,FGD1
43529,ENSG00000249689,,,ENSG00000249689
43530,ENSG00000249215,NCOA4P4,,NCOA4P4_ENSG00000249215
43531,ENSG00000286403,,True,AC010378.2
43532,ENSG00000207020,Y_RNA,,Y_RNA_ENSG00000207020
43533,ENSG00000275506,H3P25,,H3P25
43534,ENSG00000272255,,True,AC113361.1
43535,ENSG00000171604,CXXC5,True,CXXC5
43536,ENSG00000126464,PRR12,True,PRR12
43537,ENSG00000274971,,,ENSG00000274971
43538,ENSG00000275731,KIR2DS4,,KIR2DS4_ENSG00000275731
43539,ENSG00000261054,SYNM-AS2,True,SYNM-AS2
43540,ENSG00000131508,UBE2D2,True,UBE2D2
43541,ENSG00000103852,TTC23,True,TTC23
43542,ENSG00000276512,,,ENSG00000276512
43543,ENSG00000293133,INGX,,INGX_ENSG00000293133
43544,ENSG00000290505,LILRP2,,LILRP2_ENSG00000290505
43545,ENSG00000283599,,True,BX276092.9
43546,ENSG00000197128,ZNF772,True,ZNF772
43547,ENSG00000009694,TENM1,True,TENM1
43548,ENSG00000171970,ZNF57,True,ZNF57
43549,ENSG00000132153,DHX30,True,DHX30
43550,ENSG00000283925,,,ENSG00000283925
43551,ENSG00000235577,,,ENSG00000235577
43552,ENSG00000228813,HLA-DQB2,,HLA-DQB2_ENSG00000228813
43553,ENSG00000177045,SIX5,True,SIX5
43554,ENSG00000233904,HLA-E,,HLA-E_ENSG00000233904
43555,ENSG00000236851,DHFRP2,,DHFRP2_ENSG00000236851
43556,ENSG00000235250,C4B-AS1,,C4B-AS1_ENSG00000235250
43557,ENSG00000230722,IFITM4P,,IFITM4P_ENSG00000230722
43558,ENSG00000232572,RPL15P4,,RPL15P4_ENSG00000232572
43559,ENSG00000113048,MRPS27,True,MRPS27
43560,ENSG00000244695,HCG17,,HCG17_ENSG00000244695
43561,ENSG00000291303,,,ENSG00000291303
43562,ENSG00000250068,,,ENSG00000250068
43563,ENSG00000148153,INIP,True,INIP
43564,ENSG00000225736,OR2B3,,OR2B3_ENSG00000225736
43565,ENSG00000241253,CFB,,CFB_ENSG00000241253
43566,ENSG00000214558,ZC3H11C,,ZC3H11C
43567,ENSG00000162426,SLC45A1,True,SLC45A1
43568,ENSG00000280214,,,ENSG00000280214
43569,ENSG00000001084,GCLC,True,GCLC
43570,ENSG00000233239,HLA-U,,HLA-U_ENSG00000233239
43571,ENSG00000102974,CTCF,True,CTCF
43572,ENSG00000161298,ZNF382,True,ZNF382
43573,ENSG00000235346,HLA-G,,HLA-G_ENSG00000235346
43574,ENSG00000266442,MSH5-SAPCD1,,MSH5-SAPCD1_ENSG00000266442
43575,ENSG00000199836,RNU1-47P,,RNU1-47P
43576,ENSG00000271198,VDAC3P1,,VDAC3P1
43577,ENSG00000242888,,,ENSG00000242888
43578,ENSG00000258693,,True,AL133368.2
43579,ENSG00000258560,,True,AL157912.1
43580,ENSG00000227729,RD3L,True,RD3L
43581,ENSG00000242894,RN7SL634P,,RN7SL634P
43582,ENSG00000166183,ASPG,True,ASPG
43583,ENSG00000116750,UCHL5,True,UCHL5
43584,ENSG00000074660,SCARF1,True,SCARF1
43585,ENSG00000148158,SNX30,True,SNX30
43586,ENSG00000135451,TROAP,True,TROAP
43587,ENSG00000197020,ZNF100,True,ZNF100
43588,ENSG00000288661,,,ENSG00000288661
43589,ENSG00000036473,OTC,True,OTC
43590,ENSG00000291094,,,ENSG00000291094
43591,ENSG00000007047,MARK4,True,MARK4
43592,ENSG00000235650,RPS18,,RPS18_ENSG00000235650
43593,ENSG00000228623,ZNF883,,ZNF883_ENSG00000228623
43594,ENSG00000107263,RAPGEF1,True,RAPGEF1
43595,ENSG00000261616,TTC23-AS1,True,TTC23-AS1
43596,ENSG00000259921,,True,AC022819.1
43597,ENSG00000259706,HSP90B2P,,HSP90B2P
43598,ENSG00000234470,,,ENSG00000234470
43599,ENSG00000235458,HCG9P5,,HCG9P5_ENSG00000235458
43600,ENSG00000259228,HNRNPA1P62,,HNRNPA1P62
43601,ENSG00000236625,C4B,,C4B_ENSG00000236625
43602,ENSG00000227988,CRIPTOP1,,CRIPTOP1
43603,ENSG00000232370,BAG1P1,,BAG1P1
43604,ENSG00000229735,FTLP16,,FTLP16
43605,ENSG00000233007,UBTFL11,,UBTFL11
43606,ENSG00000156298,TSPAN7,True,TSPAN7
43607,ENSG00000134138,MEIS2,True,MEIS2
43608,ENSG00000281979,,,ENSG00000281979
43609,ENSG00000282813,ARMC10,,ARMC10_ENSG00000282813
43610,ENSG00000207568,MIR203A,,MIR203A
43611,ENSG00000283165,MIR203B,,MIR203B
43612,ENSG00000066735,KIF26A,True,KIF26A
43613,ENSG00000274420,,,ENSG00000274420
43614,ENSG00000221585,MIR1226,,MIR1226
43615,ENSG00000199591,Y_RNA,,Y_RNA_ENSG00000199591
43616,ENSG00000224895,VPS26BP1,,VPS26BP1
43617,ENSG00000270285,RPS27P30,,RPS27P30
43618,ENSG00000265078,RN7SL664P,,RN7SL664P
43619,ENSG00000236768,RPL17P16,,RPL17P16
43620,ENSG00000164045,CDC25A,True,CDC25A
43621,ENSG00000137403,HLA-F,,HLA-F_ENSG00000137403
43622,ENSG00000282063,RPL23AP95,,RPL23AP95_ENSG00000282063
43623,ENSG00000275723,NAPEPLD,,NAPEPLD_ENSG00000275723
43624,ENSG00000278972,,,ENSG00000278972
43625,ENSG00000238606,RNU7-7P,,RNU7-7P
43626,ENSG00000108641,B9D1,True,B9D1
43627,ENSG00000264951,U6,,U6_ENSG00000264951
43628,ENSG00000234951,SAPCD1,,SAPCD1_ENSG00000234951
43629,ENSG00000169057,MECP2,True,MECP2
43630,ENSG00000258824,,True,AL122035.1
43631,ENSG00000272909,,True,AL122035.2
43632,ENSG00000089775,ZBTB25,True,ZBTB25
43633,ENSG00000235765,SAPCD1-AS1,,SAPCD1-AS1_ENSG00000235765
43634,ENSG00000223757,VWA7,,VWA7_ENSG00000223757
43635,ENSG00000179841,AKAP5,True,AKAP5
43636,ENSG00000100714,MTHFD1,True,MTHFD1
43637,ENSG00000186994,KANK3,True,KANK3
43638,ENSG00000224264,VARS1,,VARS1_ENSG00000224264
43639,ENSG00000206346,DXO,,DXO_ENSG00000206346
43640,ENSG00000282463,,,ENSG00000282463
43641,ENSG00000282789,CRYZP1,,CRYZP1_ENSG00000282789
43642,ENSG00000108094,CUL2,True,CUL2
43643,ENSG00000282026,DPY19L2P2,,DPY19L2P2_ENSG00000282026
43644,ENSG00000231683,KILH,True,KILH
43645,ENSG00000137332,DDR1,,DDR1_ENSG00000137332
43646,ENSG00000290518,DPY19L2P2,,DPY19L2P2_ENSG00000290518
43647,ENSG00000089682,RBM41,True,RBM41
43648,ENSG00000124743,KLHL31,True,KLHL31
43649,ENSG00000141084,RANBP10,True,RANBP10
43650,ENSG00000204264,PSMB8,True,PSMB8
43651,ENSG00000260097,SPDYE6,True,SPDYE6
43652,ENSG00000204514,ZNF814,True,ZNF814
43653,ENSG00000176884,GRIN1,True,GRIN1
43654,ENSG00000235627,SNRPFP4,,SNRPFP4
43655,ENSG00000250706,,True,AC079340.1
43656,ENSG00000165675,ENOX2,True,ENOX2
43657,ENSG00000253056,RNU7-128P,,RNU7-128P
43658,ENSG00000231884,NDUFB1P1,,NDUFB1P1
43659,ENSG00000244544,RN7SL446P,,RN7SL446P
43660,ENSG00000270302,,True,AC080078.1
43661,ENSG00000265483,MIR4443,,MIR4443
43662,ENSG00000164047,CAMP,True,CAMP
43663,ENSG00000109670,FBXW7,True,FBXW7
43664,ENSG00000188186,LAMTOR4,True,LAMTOR4
43665,ENSG00000105472,CLEC11A,True,CLEC11A
43666,ENSG00000164048,ZNF589,True,ZNF589
43667,ENSG00000215522,DDR1,,DDR1_ENSG00000215522
43668,ENSG00000178401,DNAJC22,True,DNAJC22
43669,ENSG00000178033,CALHM5,True,CALHM5
43670,ENSG00000164451,CALHM4,True,CALHM4
43671,ENSG00000257954,,,ENSG00000257954
43672,ENSG00000257464,,,ENSG00000257464
43673,ENSG00000274822,MIR6762,,MIR6762
43674,ENSG00000151176,PLBD2,True,PLBD2
43675,ENSG00000160460,SPTBN4,True,SPTBN4
43676,ENSG00000225955,OR2H5P,,OR2H5P_ENSG00000225955
43677,ENSG00000225763,MICG,,MICG_ENSG00000225763
43678,ENSG00000235764,ETF1P1,,ETF1P1_ENSG00000235764
43679,ENSG00000229252,HLA-E,,HLA-E_ENSG00000229252
43680,ENSG00000265469,POLR3KP2,,POLR3KP2
43681,ENSG00000264860,,,ENSG00000264860
43682,ENSG00000264887,Y_RNA,,Y_RNA_ENSG00000264887
43683,ENSG00000225998,LSM2,,LSM2_ENSG00000225998
43684,ENSG00000180616,SSTR2,True,SSTR2
43685,ENSG00000111832,RWDD1,True,RWDD1
43686,ENSG00000135272,MDFIC,True,MDFIC
43687,ENSG00000166685,COG1,True,COG1
43688,ENSG00000229759,MRPS18AP1,,MRPS18AP1
43689,ENSG00000199476,Y_RNA,,Y_RNA_ENSG00000199476
43690,ENSG00000172113,NME6,True,NME6
43691,ENSG00000227129,NEU1,,NEU1_ENSG00000227129
43692,ENSG00000289604,CTAGE8,,CTAGE8_ENSG00000289604
43693,ENSG00000135253,KCP,True,KCP
43694,ENSG00000135094,SDS,True,SDS
43695,ENSG00000102904,TSNAXIP1,True,TSNAXIP1
43696,ENSG00000224212,TAP1,,TAP1_ENSG00000224212
43697,ENSG00000265010,,True,AC087301.1
43698,ENSG00000187959,CPSF4L,True,CPSF4L
43699,ENSG00000276464,POMZP3,,POMZP3_ENSG00000276464
43700,ENSG00000288706,,,ENSG00000288706
43701,ENSG00000101951,PAGE4,True,PAGE4
43702,ENSG00000003987,MTMR7,True,MTMR7
43703,ENSG00000179604,CDC42EP4,True,CDC42EP4
43704,ENSG00000139410,SDSL,True,SDSL
43705,ENSG00000229077,SLC44A4,,SLC44A4_ENSG00000229077
43706,ENSG00000279570,,,ENSG00000279570
43707,ENSG00000252391,RNU6-638P,,RNU6-638P
43708,ENSG00000267355,RPL9P29,,RPL9P29
43709,ENSG00000267601,,True,AC022966.1
43710,ENSG00000183077,AFMID,True,AFMID
43711,ENSG00000111834,RSPH4A,True,RSPH4A
43712,ENSG00000273820,USP27X,True,USP27X
43713,ENSG00000273520,SPDYE8,True,SPDYE8
43714,ENSG00000220132,CPSF1P2,,CPSF1P2
43715,ENSG00000201341,RNU6-421P,,RNU6-421P
43716,ENSG00000233887,,,ENSG00000233887
43717,ENSG00000237752,NCKAP1P1,,NCKAP1P1
43718,ENSG00000146857,STRA8,True,STRA8
43719,ENSG00000234889,KPNB1P1,,KPNB1P1
43720,ENSG00000153975,ZUP1,True,ZUP1
43721,ENSG00000147133,TAF1,True,TAF1
43722,ENSG00000276184,UPK3B,,UPK3B_ENSG00000276184
43723,ENSG00000270751,FBXW7-AS1,True,FBXW7-AS1
43724,ENSG00000287555,,True,AC023424.3
43725,ENSG00000264678,MIR3140,,MIR3140
43726,ENSG00000283792,MIR4453,,MIR4453
43727,ENSG00000243417,RPS3AP18,,RPS3AP18
43728,ENSG00000196911,KPNA5,True,KPNA5
43729,ENSG00000240669,,,ENSG00000240669
43730,ENSG00000248571,,True,AC106882.1
43731,ENSG00000169989,TIGD4,True,TIGD4
43732,ENSG00000100697,DICER1,True,DICER1
43733,ENSG00000226879,RPL32P1,,RPL32P1_ENSG00000226879
43734,ENSG00000206232,PSMB8-AS1,,PSMB8-AS1_ENSG00000206232
43735,ENSG00000145248,SLC10A4,True,SLC10A4
43736,ENSG00000275572,GRIFIN,True,GRIFIN
43737,ENSG00000235169,SMIM1,True,SMIM1
43738,ENSG00000005075,POLR2J,True,POLR2J
43739,ENSG00000182223,ZAR1,True,ZAR1
43740,ENSG00000214607,ADAM24P,,ADAM24P
43741,ENSG00000003989,SLC7A2,True,SLC7A2
43742,ENSG00000225048,OR2AD1P,,OR2AD1P_ENSG00000225048
43743,ENSG00000229328,OR2W1,,OR2W1_ENSG00000229328
43744,ENSG00000234668,ATP6V1G2,,ATP6V1G2_ENSG00000234668
43745,ENSG00000075539,FRYL,True,FRYL
43746,ENSG00000281950,SPDYE16,,SPDYE16_ENSG00000281950
43747,ENSG00000089116,LHX5,True,LHX5
43748,ENSG00000221866,PLXNA4,True,PLXNA4
43749,ENSG00000116514,RNF19B,True,RNF19B
43750,ENSG00000282580,,,ENSG00000282580
43751,ENSG00000282364,,,ENSG00000282364
43752,ENSG00000282379,DTX2,,DTX2_ENSG00000282379
43753,ENSG00000236629,MTCO3P1,,MTCO3P1_ENSG00000236629
43754,ENSG00000223793,HLA-DQA2,,HLA-DQA2_ENSG00000223793
43755,ENSG00000153347,FAM81B,True,FAM81B
43756,ENSG00000228425,VPS52,,VPS52_ENSG00000228425
43757,ENSG00000089060,SLC8B1,True,SLC8B1
43758,ENSG00000228638,FCF1P2,,FCF1P2
43759,ENSG00000204422,,,ENSG00000204422
43760,ENSG00000252466,MIR2115,,MIR2115
43761,ENSG00000164049,FBXW12,True,FBXW12
43762,ENSG00000181191,PJA1,True,PJA1
43763,ENSG00000180723,OR51A9P,,OR51A9P
43764,ENSG00000204351,SKIC2,True,SKIV2L
43765,ENSG00000167332,OR51E2,True,OR51E2
43766,ENSG00000172186,HMGN1P35,,HMGN1P35
43767,ENSG00000254737,OR10G4,True,OR10G4
43768,ENSG00000225165,RTRAFP2,,RTRAFP2
43769,ENSG00000215301,DDX3X,True,DDX3X
43770,ENSG00000256734,,,ENSG00000256734
43771,ENSG00000212259,RNU6-308P,,RNU6-308P
43772,ENSG00000164291,ARSK,True,ARSK
43773,ENSG00000074319,TSG101,True,TSG101
43774,ENSG00000282349,,,ENSG00000282349
43775,ENSG00000282254,,,ENSG00000282254
43776,ENSG00000290511,LINC03009,,LINC03009_ENSG00000290511
43777,ENSG00000212657,KRTAP16-1,True,KRTAP16-1
43778,ENSG00000189051,RNF222,True,RNF222
43779,ENSG00000238134,EHMT2,,EHMT2_ENSG00000238134
43780,ENSG00000187997,C17orf99,True,C17orf99
43781,ENSG00000291257,,,ENSG00000291257
43782,ENSG00000291227,,,ENSG00000291227
43783,ENSG00000261296,,True,AC126323.6
43784,ENSG00000288784,CTAGE4,,CTAGE4_ENSG00000288784
43785,ENSG00000289345,,,ENSG00000289345
43786,ENSG00000225705,,,ENSG00000225705
43787,ENSG00000140612,SEC11A,True,SEC11A
43788,ENSG00000279578,,,ENSG00000279578
43789,ENSG00000229165,GDI2P1,,GDI2P1
43790,ENSG00000214978,GSG1L2,True,GSG1L2
43791,ENSG00000218305,CDC14C,True,CDC14C
43792,ENSG00000231927,,True,AC093734.1
43793,ENSG00000198517,MAFK,True,MAFK
43794,ENSG00000167699,GLOD4,True,GLOD4
43795,ENSG00000162419,GMEB1,True,GMEB1
43796,ENSG00000178015,GPR150,True,GPR150
43797,ENSG00000164855,TMEM184A,True,TMEM184A
43798,ENSG00000287581,,True,AC016549.1
43799,ENSG00000145569,OTULINL,True,OTULINL
43800,ENSG00000105136,ZNF419,True,ZNF419
43801,ENSG00000277483,RN7SL321P,,RN7SL321P
43802,ENSG00000164053,ATRIP,True,ATRIP
43803,ENSG00000251366,DBIP2,,DBIP2
43804,ENSG00000251221,LINC01337,True,LINC01337
43805,ENSG00000249655,,True,AC008434.1
43806,ENSG00000152670,DDX4,True,DDX4
43807,ENSG00000154222,CC2D1B,True,CC2D1B
43808,ENSG00000258893,SETP2,,SETP2
43809,ENSG00000252400,RNU6-1291P,,RNU6-1291P
43810,ENSG00000198805,PNP,True,PNP
43811,ENSG00000256464,YWHABP2,,YWHABP2
43812,ENSG00000256588,,True,AC027544.2
43813,ENSG00000256361,,,ENSG00000256361
43814,ENSG00000151116,UEVLD,True,UEVLD
43815,ENSG00000225590,VPS52,,VPS52_ENSG00000225590
43816,ENSG00000157778,PSMG3,True,PSMG3
43817,ENSG00000279271,,,ENSG00000279271
43818,ENSG00000225968,ELFN1,True,ELFN1
43819,ENSG00000280453,,,ENSG00000280453
43820,ENSG00000213967,ZNF726,True,ZNF726
43821,ENSG00000279903,SLC7A2-IT1,,SLC7A2-IT1
43822,ENSG00000279932,,True,AP006248.4
43823,ENSG00000252643,RNU6-1136P,,RNU6-1136P
43824,ENSG00000104213,PDGFRL,True,PDGFRL
43825,ENSG00000238324,RN7SKP198,,RN7SKP198
43826,ENSG00000128606,LRRC17,True,LRRC17
43827,ENSG00000183914,DNAH2,True,DNAH2
43828,ENSG00000111540,RAB5B,True,RAB5B
43829,ENSG00000277466,,,ENSG00000277466
43830,ENSG00000287303,,True,AP006248.6
43831,ENSG00000231836,LINC01149,,LINC01149_ENSG00000231836
43832,ENSG00000254285,KRT8P3,,KRT8P3
43833,ENSG00000237508,HLA-F,,HLA-F_ENSG00000237508
43834,ENSG00000222898,RN7SKP97,,RN7SKP97
43835,ENSG00000264408,MIR4470,,MIR4470
43836,ENSG00000198363,ASPH,True,ASPH
43837,ENSG00000188171,ZNF626,True,ZNF626
43838,ENSG00000236226,,True,AC073127.1
43839,ENSG00000222011,FAM185A,True,FAM185A
43840,ENSG00000241674,HLA-DMB,,HLA-DMB_ENSG00000241674
43841,ENSG00000130518,IQCN,True,IQCN
43842,ENSG00000276141,WHAMMP3,,WHAMMP3
43843,ENSG00000277435,,,ENSG00000277435
43844,ENSG00000258431,TMEM183AP4,,TMEM183AP4
43845,ENSG00000277867,,,ENSG00000277867
43846,ENSG00000274818,,True,AC004825.2
43847,ENSG00000275325,PDCD6IPP1,,PDCD6IPP1
43848,ENSG00000287643,,True,AC004825.3
43849,ENSG00000283857,MIR1247,,MIR1247
43850,ENSG00000259015,,,ENSG00000259015
43851,ENSG00000239544,,,ENSG00000239544
43852,ENSG00000277755,,,ENSG00000277755
43853,ENSG00000165861,ZFYVE1,True,ZFYVE1
43854,ENSG00000291163,,,ENSG00000291163
43855,ENSG00000290664,,,ENSG00000290664
43856,ENSG00000173406,DAB1,True,DAB1
43857,ENSG00000291296,,,ENSG00000291296
43858,ENSG00000166924,NYAP1,True,NYAP1
43859,ENSG00000213973,ZNF99,True,ZNF99
43860,ENSG00000103740,ACSBG1,True,ACSBG1
43861,ENSG00000102901,CENPT,True,CENPT
43862,ENSG00000115286,NDUFS7,True,NDUFS7
43863,ENSG00000223927,RPL3P2,,RPL3P2_ENSG00000223927
43864,ENSG00000206447,MCCD1,,MCCD1_ENSG00000206447
43865,ENSG00000233617,,,ENSG00000233617
43866,ENSG00000227720,PPP1R11,,PPP1R11_ENSG00000227720
43867,ENSG00000237493,,,ENSG00000237493
43868,ENSG00000227859,MAS1LP1,,MAS1LP1_ENSG00000227859
43869,ENSG00000206315,PBX2,,PBX2_ENSG00000206315
43870,ENSG00000139531,SUOX,True,SUOX
43871,ENSG00000242101,RN7SL416P,,RN7SL416P
43872,ENSG00000106351,AGFG2,True,AGFG2
43873,ENSG00000086475,SEPHS1,True,SEPHS1
43874,ENSG00000227044,OR2H2,,OR2H2_ENSG00000227044
43875,ENSG00000240130,OR5V1,,OR5V1_ENSG00000240130
43876,ENSG00000206299,TAP2,,TAP2_ENSG00000206299
43877,ENSG00000197147,LRRC8B,True,LRRC8B
43878,ENSG00000231624,C6orf15,,C6orf15_ENSG00000231624
43879,ENSG00000226264,HLA-DMB,,HLA-DMB_ENSG00000226264
43880,ENSG00000229058,AGER,,AGER_ENSG00000229058
43881,ENSG00000183318,SPDYE4,True,SPDYE4
43882,ENSG00000189195,BTBD8,True,BTBD8
43883,ENSG00000055483,USP36,True,USP36
43884,ENSG00000280053,,,ENSG00000280053
43885,ENSG00000114554,PLXNA1,True,PLXNA1
43886,ENSG00000205307,SAP25,True,SAP25
43887,ENSG00000251722,RNU5E-3P,,RNU5E-3P
43888,ENSG00000241652,RN7SL253P,,RN7SL253P
43889,ENSG00000109586,GALNT7,True,GALNT7
43890,ENSG00000274272,,,ENSG00000274272
43891,ENSG00000140403,DNAJA4,True,DNAJA4
43892,ENSG00000106336,FBXO24,True,FBXO24
43893,ENSG00000165626,BEND7,True,BEND7
43894,ENSG00000230624,DDX39B,,DDX39B_ENSG00000230624
43895,ENSG00000058673,ZC3H11A,True,ZC3H11A
43896,ENSG00000274589,Metazoa_SRP,,Metazoa_SRP_ENSG00000274589
43897,ENSG00000279837,,,ENSG00000279837
43898,ENSG00000179119,SPTY2D1,True,SPTY2D1
43899,ENSG00000130948,HSD17B3,True,HSD17B3
43900,ENSG00000242390,RPL6P9,,RPL6P9
43901,ENSG00000257043,SRSF3P1,,SRSF3P1
43902,ENSG00000252745,RNA5SP143,,RNA5SP143
43903,ENSG00000129757,CDKN1C,True,CDKN1C
43904,ENSG00000120756,PLS1,True,PLS1
43905,ENSG00000123411,IKZF4,True,IKZF4
43906,ENSG00000251368,,,ENSG00000251368
43907,ENSG00000199322,RNA5SP183,,RNA5SP183
43908,ENSG00000248854,HNRNPH1P3,,HNRNPH1P3
43909,ENSG00000262211,,True,AC008914.1
43910,ENSG00000264281,,,ENSG00000264281
43911,ENSG00000238326,,,ENSG00000238326
43912,ENSG00000223225,RNU6-1054P,,RNU6-1054P
43913,ENSG00000134352,IL6ST,True,IL6ST
43914,ENSG00000248213,CICP16,,CICP16
43915,ENSG00000145388,METTL14,True,METTL14
43916,ENSG00000166199,ALKBH3,True,ALKBH3
43917,ENSG00000237071,TRIM27,,TRIM27_ENSG00000237071
43918,ENSG00000233649,,,ENSG00000233649
43919,ENSG00000226560,C2,,C2_ENSG00000226560
43920,ENSG00000241487,RN7SL586P,,RN7SL586P
43921,ENSG00000119707,RBM25,True,RBM25
43922,ENSG00000228099,RPL12P1,,RPL12P1_ENSG00000228099
43923,ENSG00000206340,C4A,,C4A_ENSG00000206340
43924,ENSG00000156113,KCNMA1,True,KCNMA1
43925,ENSG00000283267,FAM237B,True,FAM237B
43926,ENSG00000252524,Y_RNA,,Y_RNA_ENSG00000252524
43927,ENSG00000284292,,,ENSG00000284292
43928,ENSG00000109738,GLRB,True,GLRB
43929,ENSG00000241685,ARPC1A,True,ARPC1A
43930,ENSG00000197728,RPS26,True,RPS26
43931,ENSG00000285269,,True,AL160269.1
43932,ENSG00000225291,OR14J1,,OR14J1_ENSG00000225291
43933,ENSG00000087088,BAX,True,BAX
43934,ENSG00000224305,HLA-DQB2,,HLA-DQB2_ENSG00000224305
43935,ENSG00000207276,RNU6-1160P,,RNU6-1160P
43936,ENSG00000130958,SLC35D2,True,SLC35D2
43937,ENSG00000225737,SKIC2,,SKIC2_ENSG00000225737
43938,ENSG00000257411,,,ENSG00000257411
43939,ENSG00000170515,PA2G4,True,PA2G4
43940,ENSG00000213693,SEC14L1P1,,SEC14L1P1
43941,ENSG00000244953,,True,AC087521.1
43942,ENSG00000205126,ACCSL,True,ACCSL
43943,ENSG00000140395,SKIC8,True,SKIC8
43944,ENSG00000199859,RNU6-582P,,RNU6-582P
43945,ENSG00000249819,,,ENSG00000249819
43946,ENSG00000260091,,True,AC093752.3
43947,ENSG00000199319,RN7SKP25,,RN7SKP25
43948,ENSG00000223208,RNU6-1217P,,RNU6-1217P
43949,ENSG00000251787,RNU7-47P,,RNU7-47P
43950,ENSG00000250950,,True,AC093752.2
43951,ENSG00000130429,ARPC1B,True,ARPC1B
43952,ENSG00000163710,PCOLCE2,True,PCOLCE2
43953,ENSG00000138735,PDE5A,True,PDE5A
43954,ENSG00000110455,ACCS,True,ACCS
43955,ENSG00000204869,IGFL4,True,IGFL4
43956,ENSG00000165244,ZNF367,True,ZNF367
43957,ENSG00000267922,,True,AC007785.1
43958,ENSG00000268879,IGFL1P1,,IGFL1P1
43959,ENSG00000269637,RPL12P41,,RPL12P41
43960,ENSG00000269745,,True,AC006262.3
43961,ENSG00000188293,IGFL1,True,IGFL1
