,Gene,Gene_name,Ensembl_ID,Shift_to_goal_end,Goal_end_vs_random_pval,Goal_end_FDR,N_Detections,Sig
9903,16934,RPL39,ENSG00000198918,0.0028044202285153527,8.456198553552931e-38,1.4374195287301325e-35,350,1
10336,18099,TNF-ALPHA,ENSG00000232810,0.0027878910303115846,3.8646568280771994e-15,2.7776248303274314e-13,115,1
4308,6475,ARA24,ENSG00000132341,0.0027798742402431577,4.788176854441057e-22,5.1794531246676033e-20,215,1
8340,13520,MARCKSL1,ENSG00000175130,0.0027752447504181045,6.2738356708780465e-12,3.3426122487280105e-10,111,1
5658,8623,FBXO13,ENSG00000145743,0.002738958108238876,1.094025937703301e-05,0.00022793626005573252,64,1
10001,17160,D6S49E,ENSG00000204482,0.0027315192497693575,0.0004626696132758924,0.006162598120113846,26,1
10175,17591,CL1C1,ENSG00000213719,0.002725440747623514,3.8547487266969174e-23,4.300052511895551e-21,271,1
5646,8605,CTLA3,ENSG00000145649,0.002696189889334198,5.921518975924788e-12,3.170677335658928e-10,133,1
4657,7035,CCDC102A,ENSG00000135736,0.0026863984325352836,0.0024417370231985436,0.024211631279104816,17,1
3706,5519,RREB-1,ENSG00000124782,0.0026853459754160474,0.0015628855254339266,0.01699181836738266,28,1
8892,14701,PLC-BETA-1,ENSG00000182621,0.002683603500084179,4.798747753339385e-13,2.870937971536954e-11,164,1
4146,6236,MDDGC1,ENSG00000130714,0.0026771103342374167,0.0035870240880733835,0.032471209602010026,12,1
4721,7124,BRI2,ENSG00000136156,0.0026698772325164898,1.5400481892302347e-29,2.1144071869828955e-27,299,1
5659,8626,MDC-3.13,ENSG00000145779,0.0026693019383358507,4.2465879647996593e-17,3.638136841203164e-15,159,1
8131,13119,EL38,ENSG00000172809,0.0026605645771960768,8.132605590606613e-24,9.265114177638959e-22,342,1
9836,16830,MT-CYB,ENSG00000198727,0.0026544434840188305,8.417721100191027e-33,1.2696531727034608e-30,340,1
9360,15884,FOCAD,ENSG00000188352,0.0025956708192825316,0.002610633562154816,0.025485209496003577,25,1
6646,10342,SEMDK,ENSG00000160584,0.0025605997322378934,3.726878587407866e-17,3.244808357117954e-15,222,1
6283,9718,ARH9,ENSG00000155366,0.0025554249512738194,2.687037244414986e-13,1.663322650314456e-11,145,1
8012,12874,GEPH,ENSG00000171723,0.002549472264945507,0.0002711300273647547,0.003881726554878553,56,1
3642,5410,ATP5F1E,ENSG00000124172,0.0025469533608345214,3.3182608154377444e-24,3.904973084892616e-22,334,1
9850,16857,MT-ND5,ENSG00000198786,0.002538245871885499,3.805705275577048e-32,5.582917506322549e-30,335,1
7614,12089,ASRT1,ENSG00000168229,0.00253452024152202,0.003116793377713406,0.029278719545555148,31,1
2901,4283,COMMD2,ENSG00000114744,0.0025287925293951325,0.00020367795023787437,0.0030421020489503443,33,1
7468,11847,3110052N05RIK,ENSG00000167220,0.0025271810591220856,0.005858150930007518,0.04788926588507673,14,1
163,255,DRAP-27,ENSG00000010278,0.002518360647890303,3.452241934686778e-05,0.0006319668184369353,45,1
5026,7599,GPIG4,ENSG00000138670,0.0025159979089238176,1.9511947074709324e-15,1.4410582153314632e-13,174,1
8102,13069,LYPN,ENSG00000172543,0.002464128220641373,4.884469473762102e-08,1.629525968676584e-06,149,1
864,1241,T-BET,ENSG00000073861,0.0024589795177265747,2.452313819217715e-05,0.00046729232544488454,59,1
10573,19067,RPL17,ENSG00000265681,0.002452642461934755,9.949103035031847e-26,1.2534699341430122e-23,344,1
4222,6348,TBC1D5,ENSG00000131374,0.0024401642510603213,1.2131249456782263e-09,4.996675016641587e-08,116,1
4098,6154,EL36,ENSG00000130255,0.002437158287596224,5.838714961229554e-24,6.723311668796483e-22,349,1
5054,7640,IECEE,ENSG00000138814,0.002427585549273733,3.7249193540940013e-13,2.2410203012917224e-11,177,1
2914,4304,YJR010C-A,ENSG00000114902,0.0024184942697033735,2.6285582337652835e-11,1.327793873839265e-09,165,1
9194,15374,DSPA2A,ENSG00000185885,0.0024172456694706796,2.8487647127272286e-19,2.7238769025532042e-17,248,1
5657,8622,BTF3A,ENSG00000145741,0.002415198314039013,2.432962562449189e-20,2.4579807623838082e-18,316,1
6869,10742,PDLIM5,ENSG00000163110,0.0024106863297914203,0.0008848351111683954,0.010743280271480945,38,1
342,502,FUT8,ENSG00000033170,0.0024075789885087445,2.8082926616532903e-05,0.0005274247829812705,55,1
3769,5622,RPL23,ENSG00000125691,0.0024070587108093026,1.3888217350886025e-15,1.0548150326995635e-13,226,1
777,1109,RNF126,ENSG00000070423,0.00240638271554724,4.377915804463516e-08,1.469689666144194e-06,77,1
535,776,TMCC3,ENSG00000057704,0.0024032286907497203,0.00612600504309156,0.049699536368535996,19,1
4021,6020,APC13,ENSG00000129055,0.0024006561591075016,0.00031097570612276335,0.004387666451737381,39,1
6929,10866,CLASP2,ENSG00000163539,0.002388711667285775,0.00019233459979328587,0.0028928528499807564,53,1
255,395,CD74,ENSG00000019582,0.002361684522163943,2.125607929148826e-11,1.0891452302992716e-09,159,1
3868,5770,G1P3,ENSG00000126709,0.0023492923006415366,0.0007149171941936256,0.009039017984202521,40,1
6613,10292,GAB3,ENSG00000160219,0.002344232221895998,0.00010069025488772852,0.001641235828908196,44,1
8030,12910,HLDF,ENSG00000171858,0.0023419179000963796,5.517806564171567e-31,7.878692066095107e-29,349,1
2884,4259,CBP20,ENSG00000114503,0.0023413382946176732,0.00035896143783836163,0.004953760358003885,47,1
7579,12039,HFE5,ENSG00000167996,0.0023392700636352117,7.829760595103009e-28,1.0225476367433917e-25,343,1
170,266,IDS,ENSG00000010404,0.002331623959602142,2.1358762206793277e-17,1.9060915372712433e-15,196,1
4790,7229,TRX80,ENSG00000136810,0.002328866697622068,7.080321304886351e-10,2.9969628796058475e-08,132,1
9818,16796,BMFS6,ENSG00000198625,0.002325281500816345,6.828868242580576e-06,0.000151204564762802,65,1
6760,10532,RPL29,ENSG00000162244,0.002320691708336587,1.0527089659855182e-21,1.1161841897761302e-19,349,1
2917,4308,EEF1B1,ENSG00000114942,0.0023183955992819995,4.594568483719906e-25,5.591276578654145e-23,338,1
4733,7140,OI21,ENSG00000136240,0.002307278498754663,3.440281343276684e-05,0.0006308557004306508,59,1
7803,12454,RNF109,ENSG00000169871,0.002304727927996562,0.0025117763024453807,0.024722989359271672,26,1
4467,6726,HSPC039,ENSG00000134049,0.0023033667355775835,1.6690927123430258e-05,0.0003303939714691583,60,1
8856,14619,EXT1,ENSG00000182197,0.0023005631181501575,0.0017134776217790889,0.018313005839952358,31,1
7240,11425,ZFP422,ENSG00000165512,0.0023003872483968735,0.000564132665352165,0.007358461282894441,32,1
6783,10584,SYNCOILIN,ENSG00000162520,0.0022948254995486315,0.002285398381732762,0.022809255610415795,34,1
5314,8050,NT5C3B,ENSG00000141698,0.002277172550007149,0.0011951303370538527,0.013644617035724635,27,1
4274,6429,ACTR11,ENSG00000131966,0.0022741651729397154,0.00018983360759030357,0.0028632790192740292,46,1
773,1102,C14ORF101,ENSG00000070269,0.002271076494997198,0.00547303436816579,0.04561145918185794,22,1
174,273,SCMH1,ENSG00000010803,0.0022601156455019245,0.00031259636123064387,0.004404729516340743,46,1
3139,4621,STK-2,ENSG00000117020,0.002258543890935403,2.364276537929424e-09,9.377421275809705e-08,135,1
5356,8113,MYO1F,ENSG00000142347,0.0022584269182723865,0.0001766213068268563,0.0026892919973079514,57,1
8227,13301,LEU-9,ENSG00000173762,0.0022539013499364804,5.4251713799219964e-12,2.9195055430947066e-10,191,1
9080,15153,IMMP2L,ENSG00000184903,0.002252234289279351,0.00011890614603859368,0.0018892669405449552,65,1
7238,11421,RPL36AP42,ENSG00000165502,0.002251204886868548,1.462280998112941e-20,1.4913873532182366e-18,309,1
6285,9720,ACBD1,ENSG00000155368,0.0022350187501768127,2.9389889849932746e-08,1.0185641760612614e-06,137,1
10032,17240,ATXN2,ENSG00000204842,0.002233631908893585,0.0009540599172616062,0.01145406687663065,43,1
886,1272,NNE,ENSG00000074800,0.002231529321182858,1.9646239888570526e-10,8.802995103209278e-09,176,1
2672,3920,SRSF9,ENSG00000111786,0.00222816562344288,2.0092651974824375e-09,8.05888426960278e-08,116,1
9330,15778,EIF4EBP1,ENSG00000187840,0.002220403888951177,0.004757983964749786,0.04062826216223471,23,1
5181,7846,SKI8,ENSG00000140395,0.0022098664194345474,0.00013274230784974465,0.0020854085696195746,36,1
2109,3067,RPS19,ENSG00000105372,0.0022090468874999456,7.6051546739274e-22,8.144360140308854e-20,350,1
2367,3465,EL28,ENSG00000108107,0.002202861202614648,7.177205186536097e-15,5.023574532197063e-13,350,1
5856,8969,C10ORF8,ENSG00000148444,0.002199699869379401,0.0015049979077047372,0.016479573204100238,32,1
10269,17837,C/EBP-DELTA,ENSG00000221869,0.002191522302701301,3.072698613888851e-15,2.223346584874034e-13,194,1
7537,11957,GLOD4,ENSG00000167699,0.00219143984409479,0.0013502901335432779,0.01509421402934756,39,1
8122,13106,TMCC1,ENSG00000172765,0.002174092403479985,0.001022380705778799,0.012089875611389416,35,1
7388,11701,MIP18,ENSG00000166595,0.002168604916380357,1.3231901482204374e-08,4.7233477657642213e-07,129,1
9256,15531,GPATC8,ENSG00000186566,0.0021622905677015133,2.4405414392712535e-05,0.0004658780440847746,77,1
3590,5313,HEM1,ENSG00000123338,0.0021608270366083493,0.0011162243976748714,0.013007232943090532,44,1
10177,17593,US14,ENSG00000213741,0.0021598812160655897,2.1421542059945007e-21,2.227216445824768e-19,349,1
5686,8686,PRIM2,ENSG00000146143,0.0021595286826292673,0.0021234670287583407,0.021453026802804784,30,1
4107,6169,YNL147W,ENSG00000130332,0.0021536758451750782,7.646610135388882e-10,3.2112763897991976e-08,165,1
5879,9013,SPG-R,ENSG00000148834,0.002149145209020184,0.0002472747203139369,0.003577973706283586,62,1
1685,2418,C20ORF156,ENSG00000101082,0.002140391511576516,0.0018493040582126283,0.019321167960389303,35,1
6592,10258,HSPC182,ENSG00000160075,0.0021365523059791495,3.6658517381366984e-06,8.666138248058699e-05,107,1
9877,16901,DC2,ENSG00000198856,0.0021348776916662853,6.589855714559874e-08,2.1781100261488174e-06,120,1
7522,11926,LAIR1,ENSG00000167613,0.0021266896616328845,0.00441181460704515,0.03838027833212552,33,1
5918,9073,RAGULATOR1,ENSG00000149357,0.0021225589362880853,6.494131362404775e-05,0.0011091810647526751,79,1
1928,2803,XTI,ENSG00000103489,0.002121693964274424,0.0007239376062161123,0.009120762147021585,53,1
3833,5721,KLC,ENSG00000126214,0.002112816690522082,2.4594099241166055e-05,0.00046781209373649606,68,1
5837,8944,TRUP,ENSG00000148303,0.002105192292010647,4.166021549805672e-18,3.7808410827855037e-16,348,1
6391,9889,KIAA0804,ENSG00000156931,0.0021030942306799047,0.0009310117850977601,0.011189904833458938,34,1
551,797,TBXAS1,ENSG00000059377,0.002074863761663437,0.0018416246176269854,0.01927855134913723,44,1
7827,12495,UBCM2,ENSG00000170035,0.0020723820362292546,1.8483849104186098e-05,0.00036055289627819477,71,1
9653,16494,LEU-22,ENSG00000197471,0.002071605825966055,1.08836527597059e-05,0.00022719890332103406,88,1
2004,2914,EF-1D,ENSG00000104529,0.0020708110055819478,2.5832403174500354e-17,2.2862744264109444e-15,321,1
556,802,MXD1,ENSG00000059728,0.002068580358947089,6.555713743983647e-10,2.7970174694948556e-08,109,1
194,302,RABGAP1,ENSG00000011454,0.0020597228407859803,0.0007393485553378447,0.009262876174797298,50,1
2982,4402,HPC12,ENSG00000115504,0.0020541833979742866,0.005307082396183544,0.044540396066402484,35,1
1153,1655,CLCS,ENSG00000085563,0.0020522513539991648,2.50911689578577e-07,7.526647853492944e-06,107,1
3018,4453,WARBM1,ENSG00000115839,0.0020481913927055543,0.0020910932610056425,0.021205982700861197,42,1
492,712,MCF2L2,ENSG00000053524,0.0020434329907099407,0.0045539710237415204,0.03936115875161254,30,1
36,55,KDM1,ENSG00000004487,0.0020425201704104743,0.0028758975682650896,0.027449186326694158,36,1
795,1137,MRD66,ENSG00000070961,0.002038511619405839,1.1478082286805357e-06,3.0053492227236813e-05,103,1
2365,3463,CBCP1,ENSG00000108100,0.00203307962684489,2.4317958159241725e-05,0.00046503752487021366,67,1
2238,3283,PHF14,ENSG00000106443,0.0020316504769855074,0.0030680158147340436,0.02892199063379126,45,1
5063,7655,GEC1,ENSG00000139112,0.002030162625953931,1.3552769446367097e-07,4.256205513230066e-06,119,1
477,693,P22-PHOX,ENSG00000051523,0.0020268130249210766,3.3365422247921393e-12,1.8323605479640522e-10,280,1
4730,7135,C4ST-2,ENSG00000136213,0.002021967325099679,0.0014823404940575372,0.01629813588384206,43,1
474,688,HERPUD1,ENSG00000051108,0.0020180996423879547,3.111879018070089e-14,2.0828195252820366e-12,223,1
8387,13605,RAB6,ENSG00000175582,0.0020171533174374525,5.910627307388953e-05,0.0010209178683036823,68,1
2831,4176,H2AF12M,ENSG00000113648,0.002008532186349233,2.579655012019424e-05,0.00048722267237594376,75,1
436,635,HDAC9FL,ENSG00000048052,0.001999014494370441,0.0014869818904359247,0.01631566502528516,49,1
3141,4623,ACAD1,ENSG00000117054,0.001989761833101511,0.003211400388250613,0.02993114600328618,32,1
276,424,RNH1,ENSG00000023191,0.0019896812736988068,5.3667623137435775e-05,0.0009421747150472127,86,1
7757,12370,HE5,ENSG00000169442,0.0019831958660580192,3.8697091400202125e-12,2.1035896030698707e-10,277,1
4508,6786,IAH1,ENSG00000134330,0.0019824222861966,6.4493198510244805e-06,0.0001444890508046468,79,1
960,1379,DIC74,ENSG00000077380,0.001978638636715272,0.003022285685268902,0.028591570144474093,34,1
10330,18081,TMA7,ENSG00000232112,0.001974171684590744,1.1648788845403132e-14,8.048185790027235e-13,309,1
9120,15228,1-8D,ENSG00000185201,0.0019727486640356163,3.15433692178741e-11,1.5638793562695081e-09,211,1
3236,4765,PNAS-24,ENSG00000118418,0.0019726384939117866,6.45557365374692e-05,0.0011043568411817216,88,1
8121,13105,CFL1,ENSG00000172757,0.001968853975549066,2.1797066888327098e-15,1.598799926760924e-13,326,1
6356,9841,PR55-BETA,ENSG00000156475,0.0019677402796568692,0.0006865024420809663,0.008741682107306858,81,1
1392,2004,DHPS,ENSG00000095059,0.00196744056959306,0.0005674976981691991,0.00738436555248354,62,1
2060,2991,ACID2,ENSG00000104960,0.001965264253544085,5.2535932867730925e-06,0.00011924993006256929,99,1
8283,13399,UL4,ENSG00000174444,0.0019639460033321955,8.714934385855033e-14,5.656256505340699e-12,332,1
668,956,HUA,ENSG00000066044,0.0019633146347822965,0.00022714604930784067,0.003327643012363428,54,1
8255,13346,GNG5,ENSG00000174021,0.0019618423389536994,1.1383981019230445e-07,3.606835879731918e-06,140,1
3742,5582,MRP-S7,ENSG00000125445,0.0019571168386206335,0.000867417936625832,0.010579930163241498,49,1
6882,10763,HEL-S-43,ENSG00000163191,0.0019557954267013906,2.59206100982925e-07,7.732139652997615e-06,172,1
9989,17137,C2DELQ23.1,ENSG00000204406,0.0019510910823577789,0.004779127756465153,0.040715735198079014,82,1
737,1046,LAPTM4,ENSG00000068697,0.0019507219686227687,0.004900921760569533,0.04158793275272513,68,1
7373,11676,PKCB,ENSG00000166501,0.0019474816886154381,0.0003398166868117151,0.0047260998689177365,74,1
9149,15284,TMEM179B,ENSG00000185475,0.001946734400784097,0.003564065729325298,0.03239253518294819,41,1
7897,12633,ACYP,ENSG00000170634,0.0019450643483330222,0.000669279908287936,0.008542691940233023,51,1
994,1428,PTC4,ENSG00000078674,0.0019416599214531992,1.5659654727812969e-06,4.0215645678692825e-05,131,1
1805,2615,BTHS,ENSG00000102125,0.001931795809004042,0.00032166742907716104,0.004508817405742562,45,1
9197,15381,SAIL,ENSG00000185905,0.0019307814116747875,0.0008875210180900868,0.01075165450534699,53,1
7099,11145,TUT2,ENSG00000164329,0.0019305577572387984,0.00012336861351355517,0.0019514837254308158,79,1
7241,11426,LCP,ENSG00000165516,0.001930335233377856,0.0012715237150404688,0.014414005829754207,43,1
1452,2092,ATP5F1D,ENSG00000099624,0.0019299066164991357,6.612085218725549e-08,2.1787329417640584e-06,182,1
1259,1805,HSPC274,ENSG00000089063,0.0019194427647708375,2.8546374610499282e-05,0.0005335133083836593,81,1
3496,5168,MAT-XA,ENSG00000121964,0.0019159951247274877,3.5570168599123696e-05,0.0006500357261570233,80,1
3600,5329,K-ALPHA-1,ENSG00000123416,0.00191532976987983,3.109909312924964e-12,1.7167020016553319e-10,238,1
4614,6967,MLA1,ENSG00000135404,0.0019124565658226512,7.489352268872965e-07,2.0121621052429152e-05,153,1
2401,3514,SLC25A11,ENSG00000108528,0.0019083049367455876,0.0038494793009895656,0.034296234471129165,34,1
9482,16179,ZBTB44,ENSG00000196323,0.0019027063002189,0.0011003332722495825,0.012878108210405222,48,1
2234,3277,REPA3,ENSG00000106399,0.0019002554289410624,1.2098416037692029e-05,0.00024963764421511353,89,1
5569,8467,NLI-IF,ENSG00000144579,0.0018980803508912363,0.0018960868692479353,0.01971378085706421,62,1
700,1000,TNF-R-I,ENSG00000067182,0.0018905262566275066,0.004166357816404428,0.03672200028189814,36,1
211,326,KHS,ENSG00000012983,0.001886328493339428,0.0004863272487350972,0.006453628880674295,69,1
9683,16557,GLBA,ENSG00000197746,0.001882647990055804,8.7736855760172e-05,0.0014454984435933566,106,1
6331,9798,DCK,ENSG00000156136,0.0018817123978636986,0.003381422572136487,0.031109668664097628,43,1
924,1330,RBM7,ENSG00000076053,0.0018801273634800543,0.005406056863380539,0.04517259741227915,52,1
4944,7477,MSTP029,ENSG00000138029,0.0018714520741592753,0.0007317574783162207,0.00919795418107502,44,1
9469,16158,C10ORF12,ENSG00000196233,0.0018656362707798297,0.0003539316921114207,0.004896969626383985,65,1
10614,19290,TTD-A,ENSG00000272047,0.001864712346683849,0.004750685355431532,0.04062826216223471,44,1
4385,6595,ALOX5AP,ENSG00000132965,0.0018614420251360218,4.6426469505406544e-10,2.0128787932526262e-08,206,1
3202,4709,NENF,ENSG00000117691,0.001860778172348821,2.2305323865834274e-05,0.00042845585275599066,86,1
5687,8696,RPL7L1,ENSG00000146223,0.0018555317389763008,0.002637766969013487,0.02570322699833069,59,1
