standard_gene_names,Gene,Gene_name,Ensembl_ID,Shift_to_goal_end,Goal_end_vs_random_pval,Goal_end_FDR,N_Detections,Sig,-log10_FDR
PRRT3,10927,PRRT3,ENSG00000163704,0.0008404582738876,0.5298257692300128,0.7950721572666914,5,0,0.09959345488984034
SNX16,2908,SNX16,ENSG00000104497,0.0008403897285461,0.4562341282857319,0.7471347470995776,5,0,0.12660106532731205
LSM3,12671,YLR438C,ENSG00000170860,0.0008403360843658,0.0375940472302142,0.186871997229869,102,0,0.7284557727768499
RRAGA,9763,RRAGA,ENSG00000155876,0.000840281874969,0.0132030353686667,0.0891953170245951,87,0,1.0496579465629556
MIGA1,14365,FAM73A,ENSG00000180488,0.000839744467993,0.1395313831219697,0.4195857873246728,37,0,0.3771792311338829
IRAK1,15024,PELLE,ENSG00000184216,0.0008395506029433,0.0404441339613374,0.1971306992899719,47,0,0.7052457374961156
MRPL55,10692,AAVG5835,ENSG00000162910,0.0008395227546594,0.0566772605578057,0.245769462920024,49,0,0.609472079583031
POGZ,8284,WHSUS,ENSG00000143442,0.0008390611037611,0.1055928860298068,0.3589255286394218,48,0,0.4449956512991326
DPP3,18690,DPPIII,ENSG00000254986,0.0008389163348409,0.1106772002061995,0.3691993171057553,27,0,0.43273911094373246
PKN1,5294,DBK,ENSG00000123143,0.0008388941900597,0.0178424312103858,0.1113412018292256,72,0,0.9533440951811921
AGTPBP1,6901,AGTPBP1,ENSG00000135049,0.0008388414978981,0.2738868497922373,0.595753877650268,45,0,0.22493312223096734
ELP1,1094,FD,ENSG00000070061,0.0008379657837477,0.2604912153000485,0.5798481234769823,22,0,0.23668574397720976
F8,15184,DXS1253E,ENSG00000185010,0.0008379600264809,0.3315469781949232,0.6497616691595351,11,0,0.18724591220234468
EEF2KMT,4810,EFM3,ENSG00000118894,0.0008377568686709,0.197317766604486,0.499161496506044,17,0,0.3017589219231362
LRRC59,3563,LRRC59,ENSG00000108829,0.0008368813009424,0.0251283871288362,0.1396050425262326,88,0,0.85509889473745
COQ7,11836,COQ10D8,ENSG00000167186,0.0008366622030735,0.1379500824283769,0.4169987276110532,40,0,0.37986527018773286
ARFGEF2,5417,BIG2,ENSG00000124198,0.0008353854016381,0.3381112485472309,0.6558283752328551,49,0,0.18320979696757098
PSENEN,17308,PEN2,ENSG00000205155,0.0008353655752928,0.0694435532845188,0.2799518856638756,69,0,0.5529166028942775
TCF12,7819,HEB,ENSG00000140262,0.0008351667640135,0.0588195721079677,0.252204784002509,97,0,0.5982466796733829
GTPBP4,3443,CRFG,ENSG00000107937,0.0008350621770929,0.1117840116688849,0.3723125976975466,54,0,0.42909226859501914
ZFY,1014,ZNF911,ENSG00000067646,0.0008347300258842,0.1754735883859881,0.4722414543486518,37,0,0.32583589230036825
C6orf226,17821,C6ORF226,ENSG00000221821,0.0008337206002009,0.1326218183387306,0.4081373686568854,59,0,0.3891936398297601
KIAA1586,12071,KIAA1586,ENSG00000168116,0.0008334318796793,0.2569661132341551,0.5750261735393574,21,0,0.2403123870233891
MCAT,2232,FABD,ENSG00000100294,0.0008333176374435,0.3533862594383095,0.6688651713574778,11,0,0.17466141771318314
SLC25A36,4220,PNC2,ENSG00000114120,0.0008330444494883,0.0360018668922873,0.1818521002880107,60,0,0.7402816787268054
NOL10,4445,PQBP5,ENSG00000115761,0.0008327913781007,0.2698614519542217,0.5909519609236356,30,0,0.22844782191696664
COA3,14983,MC4DN14,ENSG00000183978,0.0008325470136661,0.2899227864123226,0.6119426870565182,51,0,0.21328925082937006
